EmployeeID,Name,Age,Department,JobRole,EducationLevel,City,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,Overtime,PerformanceScore,TrainingHours,ProjectsCompleted,Attrition,PerformanceTarget,PromotionSuitable,TrainingNeed,EmployeeRiskScore
EMP1377,Employee_1377,41,Marketing,Executive,Bachelor,Haldwani,59130.0,3.3,5,2,No,5.0,18.6,8,0,5.0,1,0,21.55
EMP1378,Employee_1378,44,Marketing,Manager,Bachelor,Jaipur,34426.0,5.1,3,5,No,5.0,42.5,6,0,5.0,1,0,0.71
EMP1379,Employee_1379,55,HR,Developer,Master,Noida,44266.0,3.5,4,3,Yes,4.52,24.7,5,0,4.75,1,0,20.15
EMP1380,Employee_1380,36,IT,Manager,Bachelor,Delhi,57477.0,1.2,1,5,No,3.85,26.4,4,0,3.6,0,0,16.51
EMP1381,Employee_1381,54,Sales,Manager,PhD,Dehradun,70619.0,4.2,5,5,Yes,5.0,38.5,7,0,5.0,1,0,12.32
EMP1382,Employee_1382,52,Operations,Specialist,Master,Jaipur,59020.0,15.5,4,4,No,5.0,27.4,7,0,4.84,1,0,0.67
EMP1383,Employee_1383,59,Operations,Manager,Master,Lucknow,79701.0,11.0,2,5,Yes,5.0,26.7,6,0,4.77,1,0,33.65
EMP1384,Employee_1384,57,IT,Manager,Bachelor,Jaipur,49911.0,1.6,2,4,Yes,5.0,30.1,5,1,5.0,1,0,70.97
EMP1385,Employee_1385,52,Sales,Manager,Bachelor,Jaipur,44692.0,7.9,4,5,No,5.0,41.1,4,0,5.0,1,0,0.0
EMP1386,Employee_1386,30,Sales,Manager,PhD,Delhi,111488.0,1.7,1,1,Yes,3.6,53.1,6,1,4.01,0,0,71.76
EMP1387,Employee_1387,51,Sales,Manager,Bachelor,Dehradun,60673.0,0.2,5,1,Yes,5.0,38.2,5,0,5.0,1,0,21.41
EMP1388,Employee_1388,50,Marketing,Analyst,Bachelor,Delhi,36171.0,9.5,2,3,No,5.0,41.2,10,0,5.0,1,0,13.37
EMP1389,Employee_1389,32,Operations,Analyst,Bachelor,Delhi,36726.0,10.1,1,5,Yes,5.0,27.2,6,0,5.0,1,0,18.31
EMP1390,Employee_1390,48,Sales,Specialist,Master,Jaipur,31261.0,9.6,2,4,No,5.0,20.1,6,0,4.9,1,0,23.98
EMP1391,Employee_1391,31,Marketing,Developer,Master,Jaipur,72605.0,3.2,5,3,No,4.34,39.2,2,0,4.42,1,0,2.98
EMP1392,Employee_1392,41,IT,Manager,Master,Delhi,43984.0,4.5,2,3,Yes,3.87,32.4,5,0,3.74,1,0,26.82
EMP1393,Employee_1393,52,HR,Analyst,Master,Lucknow,54802.0,8.3,3,4,No,5.0,10.1,5,0,4.9,1,0,0.0
EMP1394,Employee_1394,28,Finance,Developer,Bachelor,Haldwani,50603.0,6.8,5,5,Yes,5.0,25.4,7,0,5.0,1,0,20.14
EMP1395,Employee_1395,34,Marketing,Manager,PhD,Delhi,68093.0,3.5,1,5,No,4.73,28.8,9,0,4.95,1,0,9.43
EMP1396,Employee_1396,52,Operations,Manager,Bachelor,Jaipur,33372.0,0.2,4,1,Yes,5.0,22.9,7,0,5.0,1,0,24.91
EMP1397,Employee_1397,39,Sales,Manager,Master,Jaipur,28337.0,5.7,2,3,Yes,3.87,50.7,4,0,3.8,1,0,26.17
EMP1398,Employee_1398,59,IT,Developer,Bachelor,Haldwani,56935.0,9.7,4,2,No,5.0,36.7,5,0,5.0,1,0,15.57
EMP1399,Employee_1399,21,IT,Coordinator,PhD,Lucknow,65221.0,0.2,1,4,No,4.3,49.2,6,0,4.23,1,0,18.1
EMP1400,Employee_1400,49,IT,Manager,Bachelor,Noida,59316.0,7.9,1,3,No,4.04,33.7,8,0,4.2,1,0,20.96
EMP1401,Employee_1401,53,Operations,Specialist,Bachelor,Lucknow,34192.0,6.6,4,5,No,5.0,31.1,6,0,5.0,1,0,5.22
EMP1402,Employee_1402,57,Marketing,Specialist,Bachelor,Noida,66905.0,8.4,5,3,No,5.0,16.9,7,0,5.0,1,0,0.0
EMP1403,Employee_1403,27,IT,Manager,Bachelor,Jaipur,35635.0,8.9,5,4,No,5.0,30.2,6,0,5.0,1,0,5.1
EMP1404,Employee_1404,60,Operations,Coordinator,Bachelor,Delhi,40526.0,2.3,4,1,No,5.0,30.2,5,0,5.0,1,0,11.65
EMP1405,Employee_1405,36,HR,Executive,Master,Dehradun,31233.0,0.2,3,5,No,4.07,10.9,7,0,4.11,0,0,0.0
EMP1406,Employee_1406,35,Finance,Coordinator,Bachelor,Jaipur,80625.0,3.0,1,1,No,3.63,22.4,6,0,3.46,0,0,26.64
EMP1407,Employee_1407,35,HR,Coordinator,PhD,Dehradun,65935.0,8.9,2,2,No,4.97,25.5,5,0,4.98,1,0,25.97
EMP1408,Employee_1408,46,Sales,Manager,Bachelor,Dehradun,65310.0,2.9,4,5,No,5.0,35.8,4,0,5.0,1,0,0.0
EMP1409,Employee_1409,47,Operations,Specialist,Master,Lucknow,79439.0,2.3,2,5,No,5.0,36.5,3,0,5.0,1,0,10.2
EMP1410,Employee_1410,39,Sales,Manager,Bachelor,Dehradun,113878.0,0.2,3,3,Yes,3.84,21.9,7,0,4.17,0,0,12.69
EMP1411,Employee_1411,23,IT,Analyst,Master,Haldwani,18000.0,12.6,1,3,No,5.0,36.6,4,0,5.0,1,0,18.1
EMP1412,Employee_1412,60,IT,Specialist,Master,Dehradun,35756.0,8.7,3,1,No,5.0,27.5,7,0,5.0,1,0,23.58
EMP1413,Employee_1413,29,IT,Analyst,Bachelor,Dehradun,38444.0,8.4,2,5,No,5.0,5.0,5,0,4.66,1,1,6.37
EMP1414,Employee_1414,24,Sales,Analyst,PhD,Jaipur,33282.0,9.3,1,1,No,2.85,23.2,8,1,3.2,1,1,78.56
EMP1415,Employee_1415,44,Sales,Manager,Bachelor,Dehradun,28293.0,7.6,1,1,No,3.33,45.1,8,0,3.46,1,0,26.04
EMP1416,Employee_1416,37,Marketing,Coordinator,Bachelor,Delhi,45408.0,4.2,3,3,No,5.0,6.5,6,0,5.0,1,0,3.83
EMP1417,Employee_1417,45,Operations,Developer,Master,Lucknow,25235.0,4.5,2,1,No,4.12,31.6,6,0,4.67,1,0,28.98
EMP1418,Employee_1418,56,Sales,Developer,Master,Jaipur,59371.0,3.4,1,1,Yes,1.79,52.2,0,1,1.95,0,1,96.38
EMP1419,Employee_1419,24,IT,Executive,Bachelor,Delhi,53137.0,16.3,3,4,No,5.0,19.4,5,0,4.9,1,0,3.58
EMP1420,Employee_1420,32,Finance,Executive,Bachelor,Lucknow,62583.0,7.5,1,4,No,4.85,30.0,5,1,5.0,1,0,54.78
EMP1421,Employee_1421,41,Operations,Executive,Master,Haldwani,63170.0,3.3,1,2,Yes,3.34,11.7,6,1,3.56,0,1,79.91
EMP1422,Employee_1422,52,Marketing,Executive,Master,Lucknow,65266.0,7.2,1,4,Yes,5.0,52.8,8,0,5.0,1,0,25.92
EMP1423,Employee_1423,45,Marketing,Coordinator,PhD,Delhi,43785.0,1.0,3,4,Yes,4.46,28.8,5,0,4.51,1,0,16.35
EMP1424,Employee_1424,36,Finance,Coordinator,Master,Jaipur,98665.0,11.5,5,2,No,5.0,30.7,6,0,5.0,1,0,13.83
EMP1425,Employee_1425,45,HR,Specialist,Master,Haldwani,57157.0,2.4,2,4,No,4.94,49.0,5,0,5.0,1,0,13.79
EMP1426,Employee_1426,60,IT,Executive,Bachelor,Jaipur,18000.0,7.3,2,3,No,5.0,39.3,4,0,5.0,1,0,12.44
EMP1427,Employee_1427,40,Operations,Executive,PhD,Noida,29948.0,9.7,2,5,No,5.0,17.7,15,0,4.88,1,1,19.62
EMP1428,Employee_1428,56,Marketing,Analyst,Bachelor,Jaipur,18000.0,6.8,2,1,No,4.55,20.9,6,1,4.84,1,0,66.25
EMP1429,Employee_1429,52,Sales,Manager,Master,Haldwani,52381.0,5.6,4,2,No,5.0,36.9,4,0,5.0,1,0,20.18
EMP1430,Employee_1430,33,Marketing,Developer,Bachelor,Delhi,49320.0,5.2,2,2,No,4.97,21.3,5,0,5.0,1,0,36.68
EMP1431,Employee_1431,30,Sales,Developer,Master,Jaipur,41695.0,5.0,4,2,No,4.22,5.0,11,0,4.44,1,0,17.29
EMP1432,Employee_1432,51,Marketing,Analyst,Master,Lucknow,96240.0,2.8,5,5,Yes,5.0,29.3,6,0,4.73,1,0,12.47
EMP1433,Employee_1433,29,Marketing,Specialist,Bachelor,Dehradun,64078.0,3.3,5,4,No,5.0,9.3,6,0,5.0,1,0,5.2
EMP1434,Employee_1434,34,Sales,Analyst,Master,Haldwani,67974.0,11.4,3,3,No,5.0,52.6,8,0,5.0,1,0,2.33
EMP1435,Employee_1435,30,HR,Executive,Bachelor,Noida,31516.0,4.7,4,3,No,5.0,32.5,6,1,5.0,1,0,48.02
EMP1436,Employee_1436,45,Sales,Specialist,Master,Haldwani,30019.0,1.9,5,5,No,5.0,17.3,10,0,5.0,1,0,1.55
EMP1437,Employee_1437,32,Finance,Coordinator,Bachelor,Jaipur,52810.0,3.0,4,3,No,5.0,20.2,11,0,4.75,1,0,3.49
EMP1438,Employee_1438,47,Operations,Executive,Bachelor,Jaipur,55806.0,9.8,2,2,Yes,2.63,5.0,5,0,3.04,0,1,66.45
EMP1439,Employee_1439,58,Sales,Developer,Bachelor,Dehradun,18000.0,8.0,1,1,No,4.17,14.6,5,0,4.41,1,1,29.5
EMP1440,Employee_1440,54,HR,Specialist,Bachelor,Jaipur,48033.0,7.6,1,2,Yes,4.71,44.2,4,1,4.65,1,0,78.71
EMP1441,Employee_1441,58,Operations,Specialist,Bachelor,Noida,52310.0,4.1,5,4,No,5.0,61.2,6,0,5.0,1,0,1.47
EMP1442,Employee_1442,21,IT,Coordinator,Master,Lucknow,47267.0,7.6,3,3,Yes,5.0,40.2,6,0,5.0,1,0,17.61
EMP1443,Employee_1443,39,Sales,Developer,Master,Lucknow,34105.0,2.5,2,3,No,5.0,28.7,3,0,5.0,1,0,20.77
EMP1444,Employee_1444,29,HR,Developer,Master,Noida,40130.0,4.1,2,3,No,4.8,24.0,5,0,4.85,1,0,16.54
EMP1445,Employee_1445,57,Finance,Specialist,Bachelor,Noida,48109.0,9.3,2,5,Yes,5.0,16.6,6,0,5.0,1,1,27.69
EMP1446,Employee_1446,49,Finance,Executive,Bachelor,Noida,53998.0,8.9,5,5,No,5.0,58.8,4,0,4.85,1,0,0.0
EMP1447,Employee_1447,33,IT,Analyst,Bachelor,Jaipur,65305.0,1.1,4,1,No,4.79,27.4,8,0,4.76,1,0,8.39
EMP1448,Employee_1448,43,Operations,Manager,Master,Noida,75779.0,1.6,5,1,No,4.3,59.6,9,0,4.16,1,0,23.31
EMP1449,Employee_1449,45,Finance,Specialist,Master,Dehradun,45524.0,5.7,2,2,Yes,2.75,49.5,10,0,2.87,1,1,62.29
EMP1450,Employee_1450,40,IT,Executive,Bachelor,Noida,41965.0,12.4,3,5,Yes,5.0,5.6,5,0,5.0,1,0,19.84
EMP1451,Employee_1451,39,Operations,Manager,Master,Dehradun,61628.0,0.2,1,3,No,4.45,20.7,5,0,5.0,0,0,16.38
EMP1452,Employee_1452,23,Operations,Developer,Bachelor,Noida,65439.0,6.4,5,5,No,5.0,20.6,5,0,5.0,1,0,1.52
EMP1453,Employee_1453,39,HR,Manager,Bachelor,Delhi,42448.0,0.2,3,4,No,5.0,28.9,9,0,5.0,1,0,0.0
EMP1454,Employee_1454,34,Sales,Coordinator,Bachelor,Delhi,69389.0,2.5,3,3,Yes,4.9,29.2,5,0,5.0,1,0,11.06
EMP1455,Employee_1455,53,Finance,Executive,Bachelor,Lucknow,73551.0,3.7,3,2,No,5.0,71.9,9,0,5.0,1,0,10.16
EMP1456,Employee_1456,55,Finance,Coordinator,Master,Delhi,80417.0,3.4,2,2,No,4.07,14.9,7,0,3.84,0,1,38.64
EMP1457,Employee_1457,51,Sales,Developer,Master,Haldwani,91123.0,3.0,5,1,Yes,5.0,33.2,4,0,5.0,1,0,30.57
EMP1458,Employee_1458,22,Finance,Specialist,Bachelor,Lucknow,32939.0,5.2,3,3,No,5.0,38.6,9,0,5.0,1,0,5.63
EMP1459,Employee_1459,54,Operations,Developer,Master,Lucknow,52306.0,3.0,4,2,No,5.0,30.0,7,0,4.96,1,0,21.92
EMP1460,Employee_1460,36,Sales,Analyst,Master,Noida,52248.0,0.2,1,2,No,2.47,31.5,2,1,2.44,0,1,82.95
EMP1461,Employee_1461,37,Marketing,Specialist,PhD,Dehradun,49842.0,8.5,2,1,No,4.11,15.4,6,0,4.26,1,1,32.12
EMP1462,Employee_1462,58,Sales,Specialist,Master,Jaipur,37716.0,8.4,5,4,No,5.0,31.5,7,0,5.0,1,0,0.23
EMP1463,Employee_1463,55,Marketing,Executive,Bachelor,Jaipur,19318.0,8.7,1,5,No,5.0,37.2,9,0,5.0,1,0,9.21
EMP1464,Employee_1464,23,HR,Specialist,Master,Haldwani,54039.0,0.2,1,3,Yes,4.08,34.6,6,0,4.33,0,0,29.07
EMP1465,Employee_1465,35,Sales,Specialist,Bachelor,Delhi,35096.0,6.5,5,3,Yes,5.0,38.0,7,0,5.0,1,0,17.94
EMP1466,Employee_1466,50,Operations,Developer,PhD,Delhi,53892.0,8.0,2,5,Yes,5.0,49.8,6,0,5.0,1,0,27.5
EMP1467,Employee_1467,42,Sales,Coordinator,Bachelor,Dehradun,34531.0,0.9,2,3,No,4.93,43.1,4,0,5.0,1,0,13.38
EMP1468,Employee_1468,31,Finance,Manager,Master,Delhi,27808.0,5.2,3,4,No,5.0,31.0,4,0,5.0,1,0,0.0
EMP1469,Employee_1469,41,IT,Developer,Bachelor,Jaipur,57155.0,4.7,1,3,Yes,4.51,13.6,9,0,5.0,1,1,40.56
EMP1470,Employee_1470,55,Operations,Executive,Bachelor,Dehradun,55320.0,12.9,1,3,Yes,5.0,21.6,8,0,5.0,1,0,20.83
EMP1471,Employee_1471,29,Marketing,Specialist,Master,Dehradun,64744.0,13.3,1,3,No,5.0,26.9,6,0,4.87,1,0,17.51
EMP1472,Employee_1472,50,Marketing,Analyst,Master,Jaipur,100089.0,0.2,1,4,No,4.69,33.5,8,0,5.0,1,0,13.73
EMP1473,Employee_1473,50,HR,Specialist,Bachelor,Lucknow,58100.0,15.7,1,4,No,5.0,23.3,4,0,5.0,1,0,11.8
EMP1474,Employee_1474,56,HR,Manager,PhD,Dehradun,62672.0,1.4,4,3,No,5.0,16.9,7,0,5.0,1,0,0.0
EMP1475,Employee_1475,32,Finance,Developer,Master,Noida,28294.0,9.3,2,1,No,4.88,13.4,5,0,4.98,1,1,33.34
EMP1476,Employee_1476,29,Marketing,Executive,Bachelor,Haldwani,23688.0,9.3,1,5,Yes,5.0,6.9,7,0,4.77,1,1,33.62
EMP1477,Employee_1477,42,Operations,Specialist,Master,Haldwani,86822.0,1.0,1,5,No,4.61,26.7,7,0,4.81,1,0,15.93
EMP1478,Employee_1478,42,Sales,Executive,Bachelor,Jaipur,31683.0,7.3,3,1,No,3.94,9.4,6,0,4.38,1,0,20.46
EMP1479,Employee_1479,37,Finance,Developer,Master,Jaipur,29033.0,4.7,5,2,No,5.0,16.0,3,0,4.8,1,0,21.34
EMP1480,Employee_1480,52,Sales,Coordinator,Bachelor,Jaipur,51140.0,7.5,2,5,No,4.55,24.5,8,0,4.71,1,0,19.08
EMP1481,Employee_1481,52,IT,Coordinator,Bachelor,Delhi,50016.0,6.2,1,2,Yes,3.84,11.3,3,1,3.83,0,1,77.27
EMP1482,Employee_1482,30,Marketing,Coordinator,Master,Dehradun,32145.0,10.2,2,5,No,5.0,35.3,6,0,5.0,1,0,17.47
EMP1483,Employee_1483,52,IT,Coordinator,PhD,Haldwani,45291.0,5.5,3,4,No,5.0,40.4,7,0,5.0,1,0,2.5
EMP1484,Employee_1484,30,Marketing,Manager,Master,Delhi,79046.0,4.5,1,5,No,4.46,22.3,2,0,4.69,1,0,10.92
EMP1485,Employee_1485,37,HR,Analyst,PhD,Noida,34268.0,9.8,5,1,No,5.0,23.9,8,0,5.0,1,0,7.15
EMP1486,Employee_1486,22,IT,Coordinator,Master,Delhi,21339.0,7.6,4,3,No,5.0,37.5,6,0,5.0,1,0,0.0
EMP1487,Employee_1487,34,HR,Specialist,Master,Jaipur,72737.0,8.3,2,3,No,5.0,20.0,6,0,4.76,1,0,15.35
EMP1488,Employee_1488,59,Finance,Coordinator,Master,Delhi,62831.0,2.4,5,5,No,4.02,19.0,7,0,4.27,1,0,1.49
EMP1489,Employee_1489,38,Marketing,Manager,Bachelor,Delhi,38349.0,0.8,2,2,No,3.36,46.8,5,1,3.5,0,0,59.09
EMP1490,Employee_1490,49,Finance,Executive,Bachelor,Dehradun,18000.0,2.8,1,2,No,5.0,42.4,6,0,5.0,1,0,35.23
EMP1491,Employee_1491,25,Operations,Manager,Bachelor,Delhi,35618.0,2.6,5,1,Yes,5.0,38.4,6,0,5.0,1,0,30.76
EMP1492,Employee_1492,46,Operations,Developer,Master,Haldwani,50797.0,8.5,5,4,No,5.0,43.0,11,0,5.0,1,0,6.75
EMP1493,Employee_1493,35,Marketing,Coordinator,Bachelor,Noida,77645.0,9.3,2,5,No,5.0,5.0,8,0,4.9,1,1,16.85
EMP1494,Employee_1494,50,Finance,Developer,Bachelor,Jaipur,29195.0,4.5,3,1,No,4.51,49.0,6,0,4.94,1,0,9.67
EMP1495,Employee_1495,58,IT,Analyst,Master,Dehradun,50141.0,11.2,1,2,No,5.0,35.5,8,1,5.0,1,0,67.29
EMP1496,Employee_1496,42,HR,Executive,Bachelor,Haldwani,66853.0,10.9,4,2,No,5.0,44.2,3,0,5.0,1,0,18.35
EMP1497,Employee_1497,25,Sales,Coordinator,Bachelor,Haldwani,18000.0,6.2,4,5,No,5.0,35.4,6,0,5.0,1,0,0.0
EMP1498,Employee_1498,40,HR,Specialist,Master,Haldwani,74743.0,1.7,4,3,No,4.71,30.7,7,0,5.0,1,0,0.0
EMP1499,Employee_1499,25,Operations,Executive,Master,Lucknow,25986.0,11.8,3,2,No,5.0,26.1,4,0,5.0,1,0,15.5
EMP1500,Employee_1500,38,HR,Developer,Bachelor,Dehradun,59304.0,4.9,4,2,No,4.6,35.1,5,0,4.85,1,0,10.0
EMP1501,Employee_1501,23,Sales,Developer,Bachelor,Haldwani,57427.0,5.7,3,3,Yes,4.33,25.6,7,0,4.15,1,0,20.6
EMP1502,Employee_1502,46,Finance,Developer,Bachelor,Lucknow,75861.0,3.8,5,2,No,4.12,42.2,10,0,4.6,1,0,12.96
EMP1503,Employee_1503,33,Operations,Coordinator,Master,Jaipur,64120.0,1.5,1,1,No,2.42,7.8,3,1,2.43,0,1,93.62
EMP1504,Employee_1504,29,Operations,Executive,Master,Haldwani,18000.0,0.2,3,5,No,4.49,22.4,5,0,4.77,1,0,0.0
EMP1505,Employee_1505,21,IT,Analyst,Bachelor,Haldwani,34735.0,7.9,3,3,No,4.41,58.6,3,0,4.75,1,0,0.67
EMP1506,Employee_1506,56,HR,Analyst,Master,Jaipur,55041.0,1.9,3,2,No,4.72,21.2,9,0,4.99,1,0,22.15
EMP1507,Employee_1507,54,Finance,Analyst,Bachelor,Haldwani,47710.0,18.1,1,4,No,4.76,26.7,9,0,4.99,1,0,10.55
EMP1508,Employee_1508,53,IT,Coordinator,Bachelor,Jaipur,62507.0,0.6,2,4,No,2.35,17.6,2,0,2.65,0,1,34.2
EMP1509,Employee_1509,23,IT,Coordinator,PhD,Delhi,69366.0,0.2,5,1,No,4.09,34.7,8,0,4.3,1,0,12.98
EMP1510,Employee_1510,34,IT,Executive,Bachelor,Noida,65386.0,7.3,1,1,No,3.65,19.7,7,0,3.47,0,1,26.58
EMP1511,Employee_1511,59,Operations,Manager,Bachelor,Delhi,47286.0,11.6,4,1,Yes,4.95,27.4,6,0,5.0,1,0,31.22
EMP1512,Employee_1512,44,Marketing,Analyst,Bachelor,Delhi,18000.0,5.5,4,4,No,5.0,41.9,7,0,5.0,1,0,0.0
EMP1513,Employee_1513,26,Operations,Analyst,Master,Noida,41979.0,7.6,3,4,No,5.0,20.2,5,0,4.82,1,0,0.0
EMP1514,Employee_1514,26,Marketing,Analyst,PhD,Dehradun,61160.0,0.2,1,4,No,4.78,41.0,4,0,4.75,0,0,17.58
EMP1515,Employee_1515,31,Operations,Analyst,PhD,Noida,28010.0,2.4,1,4,No,4.33,41.5,2,0,4.6,0,0,13.92
EMP1516,Employee_1516,59,Sales,Developer,Bachelor,Noida,65888.0,0.7,2,3,No,4.28,44.8,12,0,4.62,1,0,10.0
EMP1517,Employee_1517,27,Operations,Coordinator,Bachelor,Haldwani,71985.0,0.2,1,3,No,3.33,32.0,5,0,3.0,0,0,20.15
EMP1518,Employee_1518,57,Sales,Manager,Master,Jaipur,54791.0,5.7,1,4,Yes,4.56,75.4,7,0,4.87,1,0,33.65
EMP1519,Employee_1519,48,HR,Specialist,Bachelor,Jaipur,18000.0,0.2,1,2,No,3.13,44.8,8,1,3.72,0,0,59.79
EMP1520,Employee_1520,57,Finance,Developer,Master,Noida,23882.0,0.2,1,5,No,4.54,34.5,5,0,4.64,0,0,8.53
EMP1521,Employee_1521,54,HR,Executive,Master,Dehradun,93496.0,2.9,5,5,Yes,5.0,17.7,2,0,5.0,1,1,10.24
EMP1522,Employee_1522,34,Sales,Executive,Bachelor,Lucknow,39976.0,1.7,4,5,Yes,4.92,28.6,6,0,5.0,1,0,17.73
EMP1523,Employee_1523,54,IT,Analyst,Master,Delhi,18000.0,6.9,1,5,No,5.0,50.0,5,0,5.0,1,0,16.38
EMP1524,Employee_1524,27,Marketing,Analyst,Bachelor,Haldwani,79175.0,6.5,4,2,No,5.0,53.9,7,0,5.0,1,0,18.95
EMP1525,Employee_1525,32,IT,Coordinator,Bachelor,Noida,52294.0,9.0,1,1,No,3.81,50.7,6,0,3.41,1,0,28.37
EMP1526,Employee_1526,29,IT,Coordinator,Master,Dehradun,76309.0,8.4,3,3,Yes,5.0,41.0,5,0,5.0,1,0,10.38
EMP1527,Employee_1527,26,Operations,Coordinator,Bachelor,Haldwani,58093.0,10.0,1,4,No,4.89,12.4,5,0,5.0,1,1,19.59
EMP1528,Employee_1528,24,Sales,Manager,Master,Dehradun,62088.0,5.2,1,4,No,3.96,36.8,6,0,4.81,1,0,12.23
EMP1529,Employee_1529,28,Operations,Manager,Master,Dehradun,59986.0,6.5,1,2,No,4.22,12.6,7,0,4.18,1,1,30.93
EMP1530,Employee_1530,25,Operations,Manager,PhD,Haldwani,67345.0,7.3,3,2,No,4.5,9.2,5,0,4.17,1,0,7.25
EMP1531,Employee_1531,36,Finance,Developer,PhD,Dehradun,102103.0,5.8,3,3,Yes,4.4,33.3,3,0,4.58,1,0,12.15
EMP1532,Employee_1532,23,Sales,Specialist,Bachelor,Lucknow,73362.0,3.5,2,5,No,3.89,37.3,3,0,4.02,1,0,20.05
EMP1533,Employee_1533,23,Sales,Specialist,Bachelor,Delhi,18000.0,3.8,4,1,Yes,4.5,42.6,6,1,4.92,1,0,61.42
EMP1534,Employee_1534,60,IT,Specialist,Master,Noida,61827.0,1.8,4,2,No,5.0,37.0,6,0,5.0,1,0,19.07
EMP1535,Employee_1535,24,Finance,Manager,PhD,Lucknow,77113.0,7.0,4,2,Yes,4.77,37.4,8,0,5.0,1,0,18.34
EMP1536,Employee_1536,23,Sales,Executive,Bachelor,Dehradun,78459.0,4.8,3,5,No,5.0,16.2,7,0,5.0,1,0,0.0
EMP1537,Employee_1537,22,HR,Specialist,Bachelor,Lucknow,42615.0,2.4,3,3,Yes,5.0,28.5,8,1,5.0,1,0,49.14
EMP1538,Employee_1538,26,Sales,Developer,Bachelor,Lucknow,77629.0,2.4,3,1,No,5.0,8.9,6,1,5.0,0,0,58.71
EMP1539,Employee_1539,42,Finance,Specialist,Bachelor,Jaipur,72410.0,0.2,2,2,No,4.57,5.0,3,0,4.55,0,1,24.15
EMP1540,Employee_1540,54,Sales,Manager,Master,Dehradun,108595.0,9.3,3,1,No,5.0,40.4,4,0,5.0,1,0,18.35
EMP1541,Employee_1541,50,Marketing,Coordinator,Bachelor,Lucknow,35500.0,5.5,1,3,Yes,3.79,19.5,3,1,4.23,0,1,70.28
EMP1542,Employee_1542,44,Sales,Developer,Master,Jaipur,40837.0,1.6,5,5,Yes,4.14,42.2,3,0,4.62,1,0,11.39
EMP1543,Employee_1543,24,IT,Coordinator,Master,Lucknow,45265.0,8.6,2,3,No,4.63,45.5,5,0,4.84,1,0,13.13
EMP1544,Employee_1544,51,IT,Coordinator,Master,Dehradun,41215.0,2.8,4,5,No,5.0,21.3,3,0,4.6,1,0,0.71
EMP1545,Employee_1545,22,Marketing,Analyst,Bachelor,Lucknow,32420.0,0.2,5,4,No,5.0,38.3,4,0,5.0,1,0,0.0
EMP1546,Employee_1546,46,Sales,Developer,Bachelor,Delhi,18000.0,9.5,3,5,No,5.0,20.7,3,0,4.94,1,0,0.0
EMP1547,Employee_1547,37,HR,Manager,Master,Haldwani,42437.0,2.9,5,2,No,5.0,5.0,2,0,5.0,0,1,21.38
EMP1548,Employee_1548,56,Finance,Specialist,Master,Noida,60126.0,3.5,3,5,No,5.0,31.7,3,0,5.0,1,0,2.61
EMP1549,Employee_1549,33,Finance,Specialist,Bachelor,Haldwani,41149.0,5.4,1,2,Yes,4.64,23.4,9,1,4.86,1,0,79.22
EMP1550,Employee_1550,46,Marketing,Coordinator,Master,Haldwani,94578.0,10.0,1,3,No,4.04,23.8,6,0,3.97,1,0,15.57
EMP1551,Employee_1551,38,Marketing,Developer,Bachelor,Delhi,52294.0,5.3,1,4,No,3.81,57.7,5,0,3.8,1,0,17.9
EMP1552,Employee_1552,41,HR,Manager,Master,Haldwani,80403.0,0.2,5,2,No,5.0,8.6,9,0,5.0,1,0,18.86
EMP1553,Employee_1553,58,Marketing,Developer,Bachelor,Jaipur,57751.0,7.5,3,2,No,5.0,35.4,6,0,4.99,1,0,12.22
EMP1554,Employee_1554,49,IT,Coordinator,Bachelor,Noida,70181.0,3.2,2,1,No,3.57,16.1,3,0,3.68,0,1,37.67
EMP1555,Employee_1555,37,Operations,Analyst,Master,Dehradun,58143.0,13.1,3,1,No,4.71,42.7,5,0,5.0,1,0,21.58
EMP1556,Employee_1556,38,Finance,Manager,Bachelor,Jaipur,82113.0,5.2,2,3,No,4.21,34.2,6,0,4.67,1,0,18.39
EMP1557,Employee_1557,49,Marketing,Executive,Bachelor,Delhi,53231.0,0.2,5,5,Yes,5.0,35.3,9,0,5.0,1,0,10.79
EMP1558,Employee_1558,34,Operations,Coordinator,Bachelor,Noida,62915.0,6.7,5,2,No,4.69,16.8,6,0,4.92,1,0,9.9
EMP1559,Employee_1559,27,Marketing,Developer,Bachelor,Haldwani,60059.0,13.4,1,3,No,3.92,19.3,10,0,4.33,1,1,13.37
EMP1560,Employee_1560,39,Operations,Developer,Master,Noida,45658.0,11.8,4,5,No,5.0,43.0,4,0,5.0,1,0,0.3
EMP1561,Employee_1561,23,Finance,Manager,Bachelor,Jaipur,60910.0,12.9,2,4,No,5.0,54.8,4,0,5.0,1,0,6.16
EMP1562,Employee_1562,27,Sales,Developer,Master,Noida,101156.0,0.9,1,1,Yes,4.25,36.7,7,1,4.04,0,0,82.47
EMP1563,Employee_1563,37,HR,Coordinator,Master,Jaipur,46051.0,9.0,5,3,Yes,5.0,17.4,12,0,5.0,1,0,21.44
EMP1564,Employee_1564,52,IT,Manager,Bachelor,Delhi,61228.0,2.2,1,1,Yes,3.76,34.7,6,1,4.16,0,0,82.88
EMP1565,Employee_1565,52,Operations,Manager,Bachelor,Lucknow,79671.0,6.1,2,2,No,3.97,64.0,4,0,4.13,1,0,26.62
